imdb_id,title,rating,link,votes,genre,cast,runtime,type,netflix,plot,keywords,release,year,poster,youtube
tt2357547,Jessica Jones,7.9,https://www.imdb.com/title/tt2357547,196822,"Action, Crime, Drama","['Krysten Ritter', 'Rachael Taylor', 'Eka Darville']",56,Series,None,"Following the tragic end of her brief superhero career, Jessica Jones tries to rebuild her life as a private investigator, dealing with cases involving people with remarkable abilities in New York City.","mind-control, strong-female-lead, private-investigator, super-strength, private-detective, marvel-cinematic-universe, marvel-comics, based-on-comic-book, based-on-comic, superheroine, female-protagonist, supernatural-power, shared-universe, legal-case, support-group",20 Nov 2015,2015,https://m.media-amazon.com/images/M/MV5BM2QyNmZkNTYtZWQyZi00NDhhLWEzMDItYmIzY2U4ZWVmOWNhXkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_SX300.jpg,None
tt0079501,Mad Max,6.9,https://www.imdb.com/title/tt0079501,195253,"Action, Adventure, Sci-Fi, Thriller","['Mel Gibson', 'Joanne Samuel', 'Hugh Keays-Byrne', 'Steve Bisley']",88,Movie,None,"In a self-destructing world, a vengeful Australian policeman sets out to stop a violent motorcycle gang.","post-apocalypse, motorcycle-gang, biker, revenge, dystopia, outlaw-gang, murder-of-wife, implied-rape, black-panties, brunette-female, tattooed-trash, steaing-gasoline, psychotronic-film, motorcycle, future",21 Mar 1980,1979,https://m.media-amazon.com/images/M/MV5BMTM4Mjg5ODEzMV5BMl5BanBnXkFtZTcwMDc3NDk0NA@@._V1_SX300.jpg,None
tt0118929,Dark City,7.6,https://www.imdb.com/title/tt0118929,190847,"Fantasy, Mystery, Sci-Fi, Thriller","['Rufus Sewell', 'William Hurt', 'Kiefer Sutherland', 'Jennifer Connelly']",100,Movie,None,"A man struggles with memories of his past, which include a wife he cannot remember and a nightmarish world no one else ever seems to wake up from.","neo-noir, alien-race, memory, experiment, beach, detective, retrofuturism, investigation, mind-control, floating-city, space-station, laboratory, implanted-memory, cyberpunk, hermetic-world",27 Feb 1998,1998,https://m.media-amazon.com/images/M/MV5BMGExOGExM2UtNWM5ZS00OWEzLTllNzYtM2NlMTJlYjBlZTJkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,None
tt0371724,The Hitchhiker's Guide to the Galaxy,6.7,https://www.imdb.com/title/tt0371724,189425,"Adventure, Comedy, Sci-Fi","['Martin Freeman', 'Yasiin Bey', 'Sam Rockwell']",109,Movie,None,"Mere seconds before the Earth is to be demolished by an alien construction crew, journeyman Arthur Dent is swept off the planet by his friend Ford Prefect, a researcher penning a new edition of "The Hitchhiker's Guide to the Galaxy."","hyperspace, robot, cow, norway, male-alien, earthman, weapon, handheld-device, talking-computer, masculine-voice, control-console, handheld-weapon, earthwoman, president-of-the-galaxy, earth-destroyed",29 Apr 2005,2005,https://m.media-amazon.com/images/M/MV5BZmU5MGU4MjctNjA2OC00N2FhLWFhNWQtMzQyMGI2ZmQ0Y2YyL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,None
tt0088846,Brazil,7.9,https://www.imdb.com/title/tt0088846,190755,"Drama, Sci-Fi","['Jonathan Pryce', 'Robert De Niro', 'Katherine Helmond', 'Ian Holm']",132,Movie,None,"A bureaucrat in a dystopic society becomes an enemy of the state as he pursues the woman of his dreams.","bureaucracy, wrongful-arrest, dystopia, dream, clerical-error, absurdism, black-comedy, terrorist, bureaucrat, technology, arrest, engineer, office, future, retro-future",18 Dec 1985,1985,https://m.media-amazon.com/images/M/MV5BMzIwM2IwYTItYmM4Zi00OWMzLTkwNjAtYWRmYWNmY2RhMDk0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,None
tt0318627,Resident Evil: Apocalypse,6.2,https://www.imdb.com/title/tt0318627,189233,"Action, Horror, Sci-Fi, Thriller","['Milla Jovovich', 'Sienna Guillory', 'Oded Fehr', 'Thomas Kretschmann']",94,Movie,None,"Alice wakes up in the Raccoon City hospital after the area has been overrun by zombies, and must now make it out of the city before a nuclear bomb is dropped.","monster, nuclear-explosion, explosion, strong-female-character, strong-female-lead, zombie-apocalypse, killer-dog, action-heroine, female-protagonist, blonde-woman, security-guard, bad-guys-win, dark-heroine, zombie-child, mutant",10 Sep 2004,2004,https://m.media-amazon.com/images/M/MV5BMTc1NTUxMzk0Nl5BMl5BanBnXkFtZTcwNDQ1MDIzMw@@._V1_SX300.jpg,None
tt0370263,Alien vs. Predator,5.6,https://www.imdb.com/title/tt0370263,187740,"Action, Adventure, Horror, Sci-Fi, Thriller","['Sanaa Lathan', 'Raoul Bova', 'Lance Henriksen', 'Ewen Bremner']",101,Movie,None,"During an archaeological expedition on Bouvetøya Island in Antarctica, a team of archaeologists and other scientists find themselves caught up in a battle between the two legends. Soon, the team realize that only one species can win.","alien, predator, pyramid, satellite, antarctica, expedition, archaeologist, alien-creature, egg, warrior, extraterrestrial-alien, human-ally, alien-versus-alien, frozen-alien, alien-queen",13 Aug 2004,2004,https://m.media-amazon.com/images/M/MV5BMTU4MjIwMTcyMl5BMl5BanBnXkFtZTYwMTYwNDA3._V1_SX300.jpg,None
tt0432021,Resident Evil: Extinction,6.2,https://www.imdb.com/title/tt0432021,186323,"Action, Horror, Sci-Fi","['Milla Jovovich', 'Oded Fehr', 'Ali Larter', 'Iain Glen']",94,Movie,None,"Survivors of the Raccoon City catastrophe travel across the Nevada desert, hoping to make it to Alaska. Alice joins the caravan and their fight against the evil Umbrella Corp.","desert, satellite, convoy, crow, clone, zombie-apocalypse, female-gunfighter, exploding-truck, one-woman-army, shotgun, las-vegas-nevada, self-sacrifice, scientist, machete, action-heroine",21 Sep 2007,2007,https://m.media-amazon.com/images/M/MV5BNDQ0MWI3MmEtMzM0OC00Y2ViLWE4MDItMzNhNmY1ZTdjMWE2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,None
tt2094766,Assassin's Creed,5.7,https://www.imdb.com/title/tt2094766,189060,"Action, Adventure, Sci-Fi","['Michael Fassbender', 'Marion Cotillard', 'Jeremy Irons', 'Brendan Gleeson']",115,Movie,None,"Callum Lynch explores the memories of his ancestor Aguilar de Nerha and gains the skills of a Master Assassin, before taking on the secret Templar society.","based-on-video-game, assassin, secret-society, spain, spanish-inquisition, bare-chested-male, andalucia-spain, human-experiment, 1490s, faked-execution, templar, assassin's-creed, descendant, free-will, ancestor",21 Dec 2016,2016,https://m.media-amazon.com/images/M/MV5BNzE1OTczNTc1OF5BMl5BanBnXkFtZTgwMzgyMDI3MDI@._V1_SX300.jpg,None
tt0120685,Godzilla,5.4,https://www.imdb.com/title/tt0120685,186276,"Action, Sci-Fi, Thriller","['Matthew Broderick', 'Jean Reno', 'Maria Pitillo']",139,Movie,None,"French nuclear tests irradiate an iguana into a giant monster that heads off to New York City. The American military must chase the monster across the city to stop it before it reproduces.","giant-monster, iguana, military, giant-footprint, running-for-your-life, monster, cult-film, female-reporter, psychotronic-film, frenchman, race-against-time, sequel-baiting, godzilla-character, reporter, reptile-monster",20 May 1998,1998,https://m.media-amazon.com/images/M/MV5BNjFlOTI2OGQtMzg0YS00ZGE4LTkwMjEtZDUzYThlOTU5YjQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,None
tt0075860,Close Encounters of the Third Kind,7.6,https://www.imdb.com/title/tt0075860,189268,"Drama, Sci-Fi","['Richard Dreyfuss', 'François Truffaut', 'Teri Garr']",138,Movie,None,"Roy Neary, an electric lineman, watches how his quiet and ordinary daily life turns upside down after a close encounter with a UFO.","alien, mothership, close-encounter-of-the-third-kind, single-mother, vision, sandstorm, alien-contact, devil's-tower, obsession, spacecraft, famous-score, lifting-someone-into-the-air, chase, pursuit, gas-mask",14 Dec 1977,1977,https://m.media-amazon.com/images/M/MV5BMjM1NjE5NjQxN15BMl5BanBnXkFtZTgwMjYzMzQxMDE@._V1_SX300.jpg,None
tt0097428,Ghostbusters II,6.6,https://www.imdb.com/title/tt0097428,186616,"Action, Comedy, Fantasy, Sci-Fi","['Bill Murray', 'Dan Aykroyd', 'Sigourney Weaver', 'Harold Ramis']",108,Movie,None,"The discovery of a massive river of ectoplasm and a resurgence of spectral activity allows the staff of Ghostbusters to revive the business.","new-york-city, ghostbuster, baby, ghost, slime, painting, underground, single-mother, baby-boy, baby-son, babysitting, single-parent, two-word-title, new-year's-eve, auld-lang-syne",16 Jun 1989,1989,https://m.media-amazon.com/images/M/MV5BMTQ2NTk4MjE5Ml5BMl5BanBnXkFtZTgwODIwNjYxMTE@._V1_SX300.jpg,None
tt0114898,Waterworld,6.2,https://www.imdb.com/title/tt0114898,185153,"Action, Adventure, Sci-Fi","['Kevin Costner', 'Chaim Jeraffi', 'Rick Aviles', 'R.D. Call']",135,Movie,None,"In a future where the polar ice-caps have melted and Earth is almost entirely submerged, a mutated mariner fights starvation and outlaw 'smokers,' and reluctantly helps a woman and a young girl try to find dry land.","nonconsensual-haircut, post-apocalypse, swimming, global-warming, water, tomato, glass-eye, national-geographic-magazine, underwater-scene, cult-favorite, drinking-one's-urine, mutant, tattoo, pedophile, bare-butt-woman",28 Jul 1995,1995,https://m.media-amazon.com/images/M/MV5BYzE4NTRmMDYtNWYzYi00YmNkLTk4NDEtYjFmMDc4ODQ3ODY2XkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,None
tt1617661,Jupiter Ascending,5.3,https://www.imdb.com/title/tt1617661,181639,"Action, Adventure, Sci-Fi","['Channing Tatum', 'Mila Kunis', 'Eddie Redmayne']",127,Movie,None,"A young woman discovers her destiny as an heiress of intergalactic nobility and must fight to protect the inhabitants of Earth from an ancient and destructive industry.","space-opera, bees, planet-earth, planet, dynasty, royalty, human-as-resource, female-starship-captain, starship, space-battle, ancient-astronaut, female-warrior, face-slap, bare-butt, female-rear-nudity",06 Feb 2015,2015,https://m.media-amazon.com/images/M/MV5BMTQyNzk2MjA2NF5BMl5BanBnXkFtZTgwMjEwNzk3MjE@._V1_SX300.jpg,None
tt2935510,Ad Astra,6.5,https://www.imdb.com/title/tt2935510,206694,"Adventure, Drama, Mystery, Sci-Fi, Thriller","['Brad Pitt', 'Tommy Lee Jones', 'Ruth Negga', 'Donald Sutherland']",123,Movie,None,"Astronaut Roy McBride undertakes a mission across an unforgiving solar system to uncover the truth about his missing father and his doomed expedition that now, 30 years later, threatens the universe.","astronaut, outer-space, father-son-relationship, moon, missing-father, obsession, mars-base, moon-base, solar-system, psychological-evaluation, madness, travel-to-the-moon, moon-buggy, space-hero, space-exploration",20 Sep 2019,2019,https://m.media-amazon.com/images/M/MV5BZTllZTdlOGEtZTBmMi00MGQ5LWFjN2MtOGEyZTliNGY1MzFiXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_SX300.jpg,None
tt0272152,K-PAX,7.4,https://www.imdb.com/title/tt0272152,177067,"Drama, Mystery, Sci-Fi","['Kevin Spacey', 'Jeff Bridges', 'Mary McCormack']",120,Movie,None,"PROT is a patient at a mental hospital who claims to be from a faraway planet named K-PAX. His psychiatrist tries to help him, only to begin to doubt his own explanations.","extraterrestrial, science, alien, mental-institution, planet, patient, psychiatrist, hospital, light-travel, beam-of-light, pencil, homesickness, beggar, medication, savant",26 Oct 2001,2001,https://m.media-amazon.com/images/M/MV5BMjE5ZDVkNDAtMTJmYy00NzkzLTg2ZDUtOTZkOTU1ZDYwYTFhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,None
tt5675620,The Punisher,8.5,https://www.imdb.com/title/tt5675620,191816,"Action, Crime, Drama, Thriller","['Jon Bernthal', 'Amber Rose Revah', 'Ben Barnes', 'Jason R. Moore']",53,Series,https://www.netflix.com/title/80117498,"After the murder of his family, Marine veteran Frank Castle becomes the vigilante known as 'The Punisher' with only one goal in mind: to avenge them.","frank-castle-character, marvel-comics, based-on-comic-book, the-punisher-character, military-veteran, new-york-city, revenge, vigilante, marvel-cinematic-universe, shared-universe, netflix-original, anti-hero, government-corruption, conspiracy, government-cover-up",17 Nov 2017,2017,https://m.media-amazon.com/images/M/MV5BMTExODIwOTUxNzFeQTJeQWpwZ15BbWU4MDE5MDA0MTcz._V1_SX300.jpg,None
tt1217613,Battle Los Angeles,5.7,https://www.imdb.com/title/tt1217613,175692,"Action, Sci-Fi","['Aaron Eckhart', 'Ramon Rodriguez', 'Will Rothhaar', 'Cory Hardrict']",116,Movie,None,"A squad of U.S. Marines becomes the last line of defense against a global invasion.","invasion, alien-invasion, extraterrestrial, male-lieutenant, wounded-man, extraterrestrial-alien, male-captain, gunfire, wounded-soldier, male-sergeant, alien-attack, laundry-room, injured-head, wounded-leg, view-through-rifle-scope",11 Mar 2011,2011,https://m.media-amazon.com/images/M/MV5BMDg2NzQwOGMtMGRkNC00YjAwLTg4NjgtZWQwYzljZmM1YzA4XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,None
tt0111282,Stargate,7.1,https://www.imdb.com/title/tt0111282,179094,"Action, Adventure, Sci-Fi","['Kurt Russell', 'James Spader', 'Jaye Davidson', 'Viveca Lindfors']",116,Movie,None,"An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra.","portal, hieroglyph, archeology, stargate, military, egypt, teleportation, anubis, egyptian-mythology, pyramid, slavery, alien, nuclear-weapons, universal-translator, androgyny",28 Oct 1994,1994,https://m.media-amazon.com/images/M/MV5BYWEyYTQzNzQtZTg5OS00NDhkLTg1NjYtMzA5Y2MyYjYzNWQ5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,None
tt1583421,G.I. Joe: Retaliation,5.8,https://www.imdb.com/title/tt1583421,175020,"Action, Adventure, Sci-Fi, Thriller","['Dwayne Johnson', 'Jonathan Pryce', 'Lee Byung-hun', 'Elodie Yung']",110,Movie,None,"The G.I. Joes are not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.","gi-joe, ninja, martial-arts, ensemble-cast, sarcasm, younger-version-of-character, air-strike, subjective-camera, the-white-house, washington-monument-washington-d.c., nuclear-terrorism, 2010s, mission, nuclear-bomb, military-base",28 Mar 2013,2013,https://m.media-amazon.com/images/M/MV5BNzk5ODM0OTQ0N15BMl5BanBnXkFtZTcwODg2ODE4OA@@._V1_SX300.jpg,None
tt0756683,The Man from Earth,7.9,https://www.imdb.com/title/tt0756683,177750,"Drama, Fantasy, Mystery","['David Lee Smith', 'Tony Todd', 'John Billingsley']",87,Movie,None,"An impromptu goodbye party for Professor John Oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he has a longer and stranger past than they can imagine.","single-setting, dialogue-driven, storytelling, heart-attack, single-set-production, cro-magnon, huis-clos, professor, paleolithic-age, scientist, aging, painting, survival, anthropology, memory",13 Nov 2007,2007,https://m.media-amazon.com/images/M/MV5BMzQ5NGQwOTUtNWJlZi00ZTFiLWI0ZTEtOGU3MTA2ZGU5OWZiXkEyXkFqcGdeQXVyMTczNjQwOTY@._V1_SX300.jpg,None
tt1964418,Tomorrowland,6.4,https://www.imdb.com/title/tt1964418,174699,"Action, Adventure, Family, Fantasy, Mystery, Sci-Fi","['George Clooney', 'Hugh Laurie', 'Britt Robertson', 'Raffey Cassidy']",130,Movie,None,"Bound by a shared destiny, a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory.","time-travel, futuristic-city, future, inventor, pin, boy-genius, destiny, nasa, machine, science, weapon, teenage-girl, girl, heroine, strong-female-lead",22 May 2015,2015,https://m.media-amazon.com/images/M/MV5BMTQ4OTgzNTkwNF5BMl5BanBnXkFtZTgwMzI3MDE3NDE@._V1_SX300.jpg,None
tt0129167,The Iron Giant,8.0,https://www.imdb.com/title/tt0129167,176801,"Animation, Action, Adventure","['Eli Marienthal', 'Harry Connick Jr.', 'Jennifer Aniston']",86,Movie,None,"A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.","cult-film, robot, government-agent, friend, friendship, giant-robot, 1950s, 2d-animation, boy, maine, prejudice, fear, small-town, metal, gun",06 Aug 1999,1999,https://m.media-amazon.com/images/M/MV5BMjIxNDU2Njk0OV5BMl5BanBnXkFtZTgwODc3Njc3NjE@._V1_SX300.jpg,None
tt0986263,Surrogates,6.3,https://www.imdb.com/title/tt0986263,170317,"Action, Sci-Fi, Thriller","['Bruce Willis', 'Radha Mitchell', 'Rosamund Pike', 'Boris Kodjoe']",89,Movie,None,"Set in a futuristic world where humans live in isolation and interact through surrogate robots, a cop is forced to leave his home for the first time in years in order to investigate the murders of others' surrogates.","future, robot, year-2017, social-commentary, techno-thriller, fbi-agent, murder, android, investigation, african-american, latex-gloves, suit-and-tie, leather-jacket, blue-jeans, caucasian",25 Sep 2009,2009,https://m.media-amazon.com/images/M/MV5BN2FiZTdjY2YtMzg2YS00ODEyLTg3NWQtZmVhZDg1YzE0OTJjXkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_SX300.jpg,None
tt0094012,Spaceballs,7.1,https://www.imdb.com/title/tt0094012,175463,"Adventure, Comedy, Sci-Fi","['Mel Brooks', 'John Candy', 'Rick Moranis', 'Bill Pullman']",96,Movie,None,"A star-pilot for hire and his trusty sidekick must come to the rescue of a princess and save Planet Druidia from the clutches of the evil Spaceballs.","parody, star-wars-spoof, self-referential, human-in-outer-space, sci-fi-spoof, winnebago, cult-film, rescue, planet-enclosed-within-shield, film-within-a-film, wilhelm-scream, title-spoken-by-character, space-opera, self-cannibalism, gold-robot",24 Jun 1987,1987,https://m.media-amazon.com/images/M/MV5BMjVjOGQ0OTctNDhkZC00ZGNiLWI2ZGEtYjZlMWZjOTlkNDlhXkEyXkFqcGdeQXVyNjg1MjEwOTM@._V1_SX300.jpg,None
tt0138704,Pi,7.4,https://www.imdb.com/title/tt0138704,172175,"Drama, Horror, Mystery, Sci-Fi, Thriller","['Sean Gullette', 'Mark Margolis', 'Ben Shenkman', 'Pamela Hart']",84,Movie,None,"A paranoid mathematician searches for a key number that will unlock the universal patterns found in nature.","cult-film, the-letter-pi, go, mathematician, headache, torah, obsession, mathematics, computer, nosebleed, conspiracy, voice-over-narration, independent-film, using-a-metal-detector-on-a-beach, brilliant-mind",10 Jul 1998,1998,https://m.media-amazon.com/images/M/MV5BMjYzNTA4YzItYTQ2Yy00NDQwLWI2OGItN2JmMjZhZTVhMzI5L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,None
tt0266308,Battle Royale,7.6,https://www.imdb.com/title/tt0266308,171981,"Action, Adventure, Drama, Sci-Fi, Thriller","['Tatsuya Fujiwara', 'Aki Maeda', 'Tarô Yamamoto', 'Takeshi Kitano']",114,Movie,None,"In the future, the Japanese government captures a class of ninth-grade students and forces them to kill each other under the revolutionary "Battle Royale" act.","japanese-schoolgirl, social-commentary, cult-film, game-of-death, japanese-high-school-girl, weapon, computer-virus, teenage-girl, game-of-survival, dystopia, stylized-violence, virgin, alcoholic-mother, fight-to-the-death, last-man-standing",16 Dec 2000,2000,https://m.media-amazon.com/images/M/MV5BMDc2MGYwYzAtNzE2Yi00YmU3LTkxMDUtODk2YjhiNDM5NDIyXkEyXkFqcGdeQXVyMTEwNDU1MzEy._V1_SX300.jpg,None
tt0311429,The League of Extraordinary Gentlemen,5.8,https://www.imdb.com/title/tt0311429,170226,"Action, Adventure, Fantasy, Sci-Fi","['Sean Connery', 'Naseeruddin Shah', 'Peta Wilson', 'Tony Curran']",110,Movie,None,"In an alternate Victorian Age world, a group of famous contemporary fantasy, science fiction, and adventure characters team up on a secret mission.","victorian-era, library, year-1899, steampunk, mina-murray-character, the-invisible-man-character, time-bomb, reference-to-the-picture-of-dorian-gray-the-novel, eternal-youth, deal-with-the-devil, portrait, fear-of-aging, reference-to-oscar-wilde, reference-to-professor-moriarty, professor-moriarty",11 Jul 2003,2003,https://m.media-amazon.com/images/M/MV5BZTFlOTdkMjEtNGVmMS00YTA3LThlNjQtMjAzZmFjZDAzNjllL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,None
tt1527186,Melancholia,7.2,https://www.imdb.com/title/tt1527186,172148,"Drama, Sci-Fi","['Kirsten Dunst', 'Charlotte Gainsbourg', 'Kiefer Sutherland']",135,Movie,None,"Two sisters find their already strained relationship challenged as a mysterious new planet threatens to collide with Earth.","depression, end-of-the-world, sister-sister-relationship, golf-course, destruction-of-planet, suicide, breasts, art-director, speech, death, star, fully-clothed-sex, mansion, female-frontal-nudity, female-rear-nudity",26 May 2011,2011,https://m.media-amazon.com/images/M/MV5BMTk4NjM0MjI3MV5BMl5BanBnXkFtZTcwNjcxMDYzNg@@._V1_SX300.jpg,None
tt1628841,Independence Day: Resurgence,5.2,https://www.imdb.com/title/tt1628841,170017,"Action, Adventure, Sci-Fi","['Liam Hemsworth', 'Jeff Goldblum', 'Bill Pullman']",120,Movie,None,"Two decades after the first Independence Day invasion, Earth is faced with a new extra-Solar threat. But will mankind's new space defenses be enough?","alien, alien-invasion, mothership, independence-day, human-versus-alien, battle, video-footage, open-ended, psychic, world-domination, earth, defense, technology, army, fighter-craft",24 Jun 2016,2016,https://m.media-amazon.com/images/M/MV5BMjIyMTg5MTg4OV5BMl5BanBnXkFtZTgwMzkzMjY5NzE@._V1_SX300.jpg,None
tt0359013,Blade: Trinity,5.8,https://www.imdb.com/title/tt0359013,168522,"Action, Adventure, Fantasy","['Wesley Snipes', 'Kris Kristofferson', 'Parker Posey']",113,Movie,None,"Blade, now a wanted man by the FBI, must join forces with the Nightstalkers to face his most challenging enemy yet: Dracula.","vampire-slayer, blade, dracula, blood, vampire-hunter, female-archer, mutant-dog, arrow-catching, marvel-comics, one-man-army, character-name-in-title, time-bomb, black-superhero, human-vampire-hybrid, hybrid",08 Dec 2004,2004,https://m.media-amazon.com/images/M/MV5BMjE0Nzg2MzI3MF5BMl5BanBnXkFtZTYwMjExODQ3._V1_SX300.jpg,None
tt0082694,Mad Max 2,7.6,https://www.imdb.com/title/tt0082694,169861,"Action, Adventure, Sci-Fi","['Mel Gibson', 'Bruce Spence', 'Michael Preston']",96,Movie,None,"In the post-apocalyptic Australian wasteland, a cynical drifter agrees to help a small, gasoline-rich community escape a horde of bandits.","post-apocalypse, gasoline, australian-outback, car-truck-chase, car-chase, desert, refinery, australian, feral-boy, flamethrower, feral-child, surprise-ending, fuel, car, courage",21 May 1982,1981,https://m.media-amazon.com/images/M/MV5BN2VlNjNhZWQtMTY2OC00Y2E1LWJkNGUtMDU4M2ViNzliMGYwXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,None
tt0275847,Lilo & Stitch,7.2,https://www.imdb.com/title/tt0275847,173291,"Animation, Adventure, Comedy, Drama, Family, Fantasy, Sci-Fi","['Daveigh Chase', 'Chris Sanders', 'Tia Carrere', 'David Ogden Stiers']",92,Movie,None,"A young and parentless girl adopts a 'dog' from the local pound, completely unaware that it's supposedly a dangerous scientific experiment that's taken refuge on Earth and is now hiding from its creator and those who see it as a menace.","hawaii, alien, alien-friendship, sister-sister-relationship, bare-midriff, experiment, scientist, social-worker, disney, animal-shelter, self-sacrifice, interspecies-friendship, cross-dressing, alien-creature-as-pet, female-protagonist",21 Jun 2002,2002,https://m.media-amazon.com/images/M/MV5BMTkwOTU5MTA2M15BMl5BanBnXkFtZTYwMjYyNTc3._V1_SX300.jpg,None
tt0063442,Planet of the Apes,8.0,https://www.imdb.com/title/tt0063442,167855,"Adventure, Sci-Fi","['Charlton Heston', 'Roddy McDowall', 'Kim Hunter', 'Maurice Evans']",112,Movie,None,"An astronaut crew crash-lands on a planet in the distant future where intelligent talking apes are the dominant species, and humans are the oppressed and enslaved.","astronaut, future, caught-in-a-net, man-forced-to-strip, lobotomy, plot-twist, ape, trial, embarrassing-male-nudity, writing-in-sand, sole-black-character-dies-cliche, planet-of-the-apes, first-of-series, planet, escape",03 Apr 1968,1968,https://m.media-amazon.com/images/M/MV5BMTg0NjUwMzg5NF5BMl5BanBnXkFtZTgwNDQ0NjcwMTE@._V1_SX300.jpg,None
tt1038988,[Rec],7.4,https://www.imdb.com/title/tt1038988,168723,"Horror, Mystery, Thriller","['Manuela Velasco', 'Ferran Terraza', 'Jorge-Yamam Serrano']",78,Movie,None,"A television reporter and cameraman follow emergency workers into a dark apartment building and are quickly locked inside with something terrifying.","contamination-suit, found-footage, fire-station, apartment-building, television-reporter, panties, video-camera, interview, special-forces, revelation, demonic-possession, night-vision, locked-in-an-attic, quarantine, handheld-camera",23 Nov 2007,2007,https://m.media-amazon.com/images/M/MV5BZTJmNTZlZWUtZTQ2Yi00YTFjLWFiNzctYzFlNmZmZGMzYTlmXkEyXkFqcGdeQXVyMjQ2MTk1OTE@._V1_SX300.jpg,None
tt0970416,The Day the Earth Stood Still,5.5,https://www.imdb.com/title/tt0970416,165312,"Drama, Sci-Fi, Thriller","['Keanu Reeves', 'Jennifer Connelly', 'Kathy Bates']",104,Movie,None,"A remake of the 1951 classic science fiction film about an alien visitor and his giant robot counterpart who visit Earth.","psychotronic-film, military-humvee, human-versus-extraterrestrial, night, helicopter-gunship, dog, vehicle, aircraft, animal, humvee, police-car, alien-attack, tandem-rotor-helicopter, gunship, transport-aircraft",12 Dec 2008,2008,https://m.media-amazon.com/images/M/MV5BMTI5NTg1MzU5Nl5BMl5BanBnXkFtZTcwMDU1ODMwMg@@._V1_SX300.jpg,None
tt1839578,Person of Interest,8.4,https://www.imdb.com/title/tt1839578,165778,"Action, Crime, Drama, Mystery, Sci-Fi, Thriller","['Jim Caviezel', 'Kevin Chapman', 'Michael Emerson', 'Amy Acker']",43,Series,None,"An ex-CIA agent and a wealthy programmer save lives via a surveillance AI that sends them the identities of civilians involved in impending crimes. However, the details of the crimes, including the civilians' roles, are left a mystery.","artificial-intelligence, ex-cia-agent, officially-listed-as-dead, terror-prediction, special-operations, social-security-number, computer, mass-surveillance, secret, hacker, man-dog-relationship, tension, computer-screen, hitman, triggerman",22 Sep 2011,2011,https://m.media-amazon.com/images/M/MV5BZDU1NzA5YzUtNTdmNy00NTVjLWFhNzEtYWI1NmNkNTA1ZDBhXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,None
tt1231587,Hot Tub Time Machine,6.4,https://www.imdb.com/title/tt1231587,164880,"Comedy, Sci-Fi","['John Cusack', 'Clark Duke', 'Craig Robinson', 'Rob Corddry']",101,Movie,None,"A malfunctioning time machine at a ski resort takes a man back to 1986 with his two friends and nephew, where they must relive a fateful night and not change anything to make sure the nephew is born.","bare-breasts, ski-resort, cheating-wife, promiscuous-woman, casual-sex, time-travel, nudity, female-nudity, maintenance-man, female-frontal-nudity, breasts, sex-in-a-hot-tub, forced-blow-job, undressing, sexual-desire",26 Mar 2010,2010,https://m.media-amazon.com/images/M/MV5BMTQwMjExODA4Ml5BMl5BanBnXkFtZTcwNTYwMDYxMw@@._V1_SX300.jpg,None
